Case,Activity,Timestamp,Resource,label,original_activity,isdistorted,BaseActivity,ProcessedActivity,canonical_activity,is_distorted,y_true,Activity_fixed
396,Delived card,2023-10-20 17:49:28.510,Manager-000005,distorted label(Proximity),Delived card,0,Delived card,delived card,Delived card,0,1,Delived card
404,RequeKst info,2023-10-23 07:10:16.784,Manager-000003,distorted label(Insert),RequeKst info,0,RequeKst info,requekst info,Request info,1,1,Request info
404,Check for coCmpleteness,2023-10-23 07:30:49.585,Clerk-000003,distorted label(Insert),Check for coCmpleteness,0,Check for coCmpleteness,check for cocmpleteness,Check for completeness,1,1,Check for completeness
410,Make decisoon,2023-10-23 14:09:11.391,Manager-000004,distorted label(Proximity),Make decisoon,0,Make decisoon,make decisoon,Make decision,1,1,Make decision
417,info rexeived,2023-10-23 23:07:09.397,,distorted label(Proximity),info rexeived,0,info rexeived,info rexeived,info received,1,1,info received
417,Delivebr card,2023-10-23 23:40:25.111,Manager-000004,distorted label(Insert),Delivebr card,0,Delivebr card,delivebr card,Deliver card,1,1,Deliver card
421,Info received,2023-10-24 01:27:30.913,,distorted label(UpLow),Info received,0,Info received,info received,info received,1,1,info received
421,info rceeived,2023-10-24 01:43:41.309,,distorted label(Interchange),info rceeived,0,info rceeived,info rceeived,info rceeived,0,1,info rceeived
422,notfy reject,2023-10-24 03:09:51.574,Manager-000006,distorted label(Skip),notfy reject,0,notfy reject,notfy reject,notify reject,1,1,notify reject
432,info rsceived,2023-10-24 14:56:42.249,,distorted label(Proximity),info rsceived,0,info rsceived,info rsceived,info received,1,1,info received
445,Requestinfo,2023-10-25 09:07:51.071,Manager-000002,distorted label(Skip),Requestinfo,0,Requestinfo,requestinfo,Request info,1,1,Request info
450,check for completeness,2023-10-25 08:48:05.854,Clerk-000005,distorted label(UpLow),check for completeness,0,check for completeness,check for completeness,Check for completeness,1,1,Check for completeness
451,Make decisiog,2023-10-25 09:50:34.216,Manager-000005,distorted label(Proximity),Make decisiog,0,Make decisiog,make decisiog,Make decision,1,1,Make decision
451,Check for compleyeness,2023-10-25 10:08:12.275,Clerk-000003,distorted label(Proximity),Check for compleyeness,0,Check for compleyeness,check for compleyeness,Check for completeness,1,1,Check for completeness
452,New onlineapplication received,2023-10-25 11:45:34.119,,distorted label(Skip),New onlineapplication received,0,New onlineapplication received,new onlineapplication received,New online application received,1,1,New online application received
453,Check for compelteness,2023-10-25 14:18:57.968,Clerk-000005,distorted label(Interchange),Check for compelteness,0,Check for compelteness,check for compelteness,Check for completeness,1,1,Check for completeness
458,Requet info,2023-10-25 16:28:40.414,Manager-000001,distorted label(Skip),Requet info,0,Requet info,requet info,Request info,1,1,Request info
458,Check for compelteness,2023-10-25 16:39:16.997,Clerk-000005,distorted label(Interchange),Check for compelteness,0,Check for compelteness,check for compelteness,Check for completeness,1,1,Check for completeness
460,Check fo rcompleteness,2023-10-25 19:27:14.514,Clerk-000006,distorted label(Interchange),Check fo rcompleteness,0,Check fo rcompleteness,check fo rcompleteness,Check for completeness,1,1,Check for completeness
460,inf oreceived,2023-10-25 19:52:42.564,,distorted label(Interchange),inf oreceived,0,inf oreceived,inf oreceived,info received,1,1,info received
460,Perf;rm checks,2023-10-25 21:17:55.389,Clerk-000001,distorted label(Proximity),Perf;rm checks,0,Perf;rm checks,perfrm checks,Perform checks,1,1,Perform checks
466,Time out,2023-10-26 01:40:14.939,,distorted label(UpLow),Time out,0,Time out,time out,time out,1,1,time out
469,Notify reject,2023-10-26 03:17:57.015,Manager-000001,distorted label(UpLow),Notify reject,0,Notify reject,notify reject,notify reject,1,1,notify reject
47,request info,2023-10-02 21:25:04.834,Manager-000006,distorted label(UpLow),request info,0,request info,request info,Request info,1,1,Request info
475,Deliverp card,2023-10-26 09:00:38.316,Manager-000004,distorted label(Insert),Deliverp card,0,Deliverp card,deliverp card,Deliver card,1,1,Deliver card
481,Review request received,2023-10-26 17:31:00.308,,distorted label(UpLow),Review request received,0,Review request received,review request received,review request received,1,1,review request received
481,RequestK info,2023-10-26 17:44:51.499,Manager-000005,distorted label(Insert),RequestK info,0,RequestK info,requestk info,Request info,1,1,Request info
484,Info received,2023-10-26 19:01:31.790,,distorted label(UpLow),Info received,0,Info received,info received,info received,1,1,info received
486,Check for completfness,2023-10-26 22:12:02.224,Clerk-000002,distorted label(Proximity),Check for completfness,0,Check for completfness,check for completfness,Check for completeness,1,1,Check for completeness
49,check for completeness,2023-10-02 22:39:55.747,Clerk-000004,distorted label(UpLow),check for completeness,0,check for completeness,check for completeness,Check for completeness,1,1,Check for completeness
49,New online appilcation received,2023-10-02 22:39:55.747,,distorted label(Interchange),New online appilcation received,0,New online appilcation received,new online appilcation received,New online application received,1,1,New online application received
49,Rewuest info,2023-10-02 23:28:06.868,Manager-000001,distorted label(Proximity),Rewuest info,0,Rewuest info,rewuest info,Request info,1,1,Request info
501,New online paplication received,2023-10-27 09:51:23.872,,distorted label(Interchange),New online paplication received,0,New online paplication received,new online paplication received,New online application received,1,1,New online application received
501,timeo ut,2023-10-27 10:08:46.147,,distorted label(Interchange),timeo ut,0,timeo ut,timeo ut,timeo ut,0,1,timeo ut
509,Check foe completeness,2023-10-28 00:22:12.777,Clerk-000006,distorted label(Proximity),Check foe completeness,0,Check foe completeness,check foe completeness,Check for completeness,1,1,Check for completeness
509,Perfoyrm checks,2023-10-28 00:30:57.526,Clerk-000004,distorted label(Insert),Perfoyrm checks,0,Perfoyrm checks,perfoyrm checks,Perform checks,1,1,Perform checks
511,Review request received,2023-10-30 02:21:49.450,,distorted label(UpLow),Review request received,0,Review request received,review request received,review request received,1,1,review request received
511,Perfor checks,2023-10-30 02:26:48.898,Clerk-000001,distorted label(Skip),Perfor checks,0,Perfor checks,perfor checks,Perform checks,1,1,Perform checks
512,info receifed,2023-10-30 03:40:05.127,,distorted label(Proximity),info receifed,0,info receifed,info receifed,info received,1,1,info received
512,Notify accdpt,2023-10-30 04:17:26.874,Manager-000001,distorted label(Proximity),Notify accdpt,0,Notify accdpt,notify accdpt,Notify accept,1,1,Notify accept
513,Check for completLeness,2023-10-30 05:48:37.996,Clerk-000003,distorted label(Insert),Check for completLeness,0,Check for completLeness,check for completleness,Check for completeness,1,1,Check for completeness
520,notify accept,2023-10-30 10:39:53.642,Manager-000004,distorted label(UpLow),notify accept,0,notify accept,notify accept,Notify accept,1,1,Notify accept
536,Make decisin,2023-10-31 03:38:46.379,Manager-000003,distorted label(Skip),Make decisin,0,Make decisin,make decisin,Make decision,1,1,Make decision
540,Check for cimpleteness,2023-10-31 08:33:51.736,Clerk-000003,distorted label(Proximity),Check for cimpleteness,0,Check for cimpleteness,check for cimpleteness,Check for completeness,1,1,Check for completeness
543,Check fro completeness,2023-10-31 12:09:47.522,Clerk-000005,distorted label(Interchange),Check fro completeness,0,Check fro completeness,check fro completeness,Check for completeness,1,1,Check for completeness
549,request info,2023-10-31 18:32:18.390,Manager-000003,distorted label(UpLow),request info,0,request info,request info,Request info,1,1,Request info
551,Time out,2023-10-31 20:38:31.737,,distorted label(UpLow),Time out,0,Time out,time out,time out,1,1,time out
57,PTerform checks,2023-10-03 03:22:35.316,Clerk-000002,distorted label(Insert),PTerform checks,0,PTerform checks,pterform checks,Perform checks,1,1,Perform checks
590,Check for cmpleteness,2023-11-02 07:37:00.664,Clerk-000002,distorted label(Skip),Check for cmpleteness,0,Check for cmpleteness,check for cmpleteness,Check for completeness,1,1,Check for completeness
590,Reqjest info,2023-11-02 08:39:33.852,Manager-000001,distorted label(Proximity),Reqjest info,0,Reqjest info,reqjest info,Reqjest info,0,1,Reqjest info
604,eRquest info,2023-11-02 20:08:53.695,Manager-000001,distorted label(Interchange),eRquest info,0,eRquest info,erquest info,Request info,1,1,Request info
610,Make dceision,2023-11-03 01:44:24.330,Manager-000006,distorted label(Interchange),Make dceision,0,Make dceision,make dceision,Make decision,1,1,Make decision
613,eVENT 13 END,2023-11-03 06:20:13.339,,distorted label(UpLow),eVENT 13 END,0,eVENT 13 END,event 13 end,EVENT 13 END,1,1,EVENT 13 END
622,Check forcompleteness,2023-11-03 21:36:01.410,Clerk-000002,distorted label(Skip),Check forcompleteness,0,Check forcompleteness,check forcompleteness,Check for completeness,1,1,Check for completeness
629,Request lnfo,2023-11-06 04:25:49.572,Manager-000004,distorted label(Proximity),Request lnfo,0,Request lnfo,request lnfo,Request lnfo,0,1,Request lnfo
63,Make deciBsion,2023-10-03 09:58:12.870,Manager-000001,distorted label(Insert),Make deciBsion,0,Make deciBsion,make decibsion,Make decision,1,1,Make decision
631,review requst received,2023-11-06 05:24:04.372,,distorted label(Skip),review requst received,0,review requst received,review requst received,review request received,1,1,review request received
631,Make decsiion,2023-11-06 05:55:44.108,Manager-000001,distorted label(Interchange),Make decsiion,0,Make decsiion,make decsiion,Make decsiion,0,1,Make decsiion
635,Perform chfcks,2023-11-06 06:23:30.223,Clerk-000001,distorted label(Proximity),Perform chfcks,0,Perform chfcks,perform chfcks,Perform checks,1,1,Perform checks
635,notify accept,2023-11-06 07:30:07.348,Manager-000001,distorted label(UpLow),notify accept,0,notify accept,notify accept,Notify accept,1,1,Notify accept
64,time ouf,2023-10-03 11:56:10.111,,distorted label(Proximity),time ouf,0,time ouf,time ouf,time out,1,1,time out
641,perform checks,2023-11-06 14:53:56.487,Clerk-000002,distorted label(UpLow),perform checks,0,perform checks,perform checks,Perform checks,1,1,Perform checks
648,Info received,2023-11-07 05:46:23.653,,distorted label(UpLow),Info received,0,Info received,info received,info received,1,1,info received
649,Request nifo,2023-11-07 07:04:20.186,Manager-000003,distorted label(Interchange),Request nifo,0,Request nifo,request nifo,Request info,1,1,Request info
671,Mwke decision,2023-11-07 22:49:54.169,Manager-000001,distorted label(Proximity),Mwke decision,0,Mwke decision,mwke decision,Make decision,1,1,Make decision
676,request info,2023-11-08 04:02:53.816,Manager-000001,distorted label(UpLow),request info,0,request info,request info,Request info,1,1,Request info
676,Notify accpt,2023-11-08 05:50:39.361,Manager-000006,distorted label(Skip),Notify accpt,0,Notify accpt,notify accpt,Notify accept,1,1,Notify accept
679,notify rejest,2023-11-08 08:28:29.633,Manager-000005,distorted label(Proximity),notify rejest,0,notify rejest,notify rejest,notify reject,1,1,notify reject
690,reBview request received,2023-11-09 01:45:07.214,,distorted label(Insert),reBview request received,0,reBview request received,rebview request received,review request received,1,1,review request received
699,Make decisiob,2023-11-09 07:36:51.475,Manager-000002,distorted label(Proximity),Make decisiob,0,Make decisiob,make decisiob,Make decision,1,1,Make decision
7,new online application received,2023-09-29 13:24:12.521,,distorted label(UpLow),new online application received,0,new online application received,new online application received,New online application received,1,1,New online application received
700,Check for compleBteness,2023-11-09 10:33:25.802,Clerk-000006,distorted label(Insert),Check for compleBteness,0,Check for compleBteness,check for complebteness,Check for completeness,1,1,Check for completeness
700,Request inifo,2023-11-09 10:41:50.752,Manager-000001,distorted label(Insert),Request inifo,0,Request inifo,request inifo,Request info,1,1,Request info
700,Check for completUeness,2023-11-09 12:14:50.871,Clerk-000006,distorted label(Insert),Check for completUeness,0,Check for completUeness,check for completueness,Check for completeness,1,1,Check for completeness
701,Check gor completeness,2023-11-09 12:24:16.443,Clerk-000003,distorted label(Proximity),Check gor completeness,0,Check gor completeness,check gor completeness,Check for completeness,1,1,Check for completeness
727,EVENT 31 END,2023-11-10 19:58:04.158,,distorted label(Interchange),EVENT 31 END,0,EVENT 31 END,event 31 end,EVENT 13 END,1,1,EVENT 13 END
736,EVETN 13 END,2023-11-13 02:00:24.505,,distorted label(Interchange),EVETN 13 END,0,EVETN 13 END,evetn 13 end,EVENT 13 END,1,1,EVENT 13 END
744,perform checks,2023-11-13 07:43:35.438,Clerk-000002,distorted label(UpLow),perform checks,0,perform checks,perform checks,Perform checks,1,1,Perform checks
